ZONE,District,labour_beds_2022,labour_beds_2040
806,ABU DHABI INDUSTRIAL CITY,0,10000
807,MUSAFFAH,0,0
808,ABU DHABI INDUSTRIAL CITY,0,2252
809,ABU DHABI INDUSTRIAL CITY,0,0
810,MUSAFFAH,25000,25000
811,MUSAFFAH,0,75
812,MUSAFFAH,0,0
813,MUSAFFAH,0,2223
814,ABU DHABI INDUSTRIAL CITY,0,2
815,MUSAFFAH,0,1
816,MUSAFFAH,0,0
817,MUSAFFAH,0,2126
818,MUSAFFAH,0,0
819,ABU DHABI INDUSTRIAL CITY,0,47
820,MUSAFFAH,0,0
821,MUSAFFAH,0,0
822,MUSAFFAH,0,0
823,MUSAFFAH,10000,14723
824,ABU DHABI INDUSTRIAL CITY,0,0
825,MUSAFFAH,0,1215
826,MUSAFFAH,0,0
827,MUSAFFAH,0,0
828,MUSAFFAH,0,5817
829,MUSAFFAH,0,0
830,MUSAFFAH,0,0
831,MUSAFFAH,0,321
832,MUSAFFAH,0,383
833,MUSAFFAH,0,0
834,MUSAFFAH,0,0
835,MUSAFFAH,0,0
836,MUSAFFAH,0,39
837,MUSAFFAH,0,1016
838,MUSAFFAH,0,183
839,MUSAFFAH,0,0
840,MUSAFFAH,0,4837
841,MUSAFFAH,0,2
842,MUSAFFAH,0,0
843,MUSAFFAH,0,0
844,MUSAFFAH,0,107
845,MUSAFFAH,0,73
846,MUSAFFAH,0,20
847,MUSAFFAH,24000,40520
848,MUSAFFAH,0,1177
849,MUSAFFAH,0,39
850,MUSAFFAH,0,1163
851,MUSAFFAH,0,0
852,MUSAFFAH,0,0
853,MUSAFFAH,0,922
854,MUSAFFAH,0,0
855,MUSAFFAH,0,0
856,MUSAFFAH,0,0
857,MUSAFFAH,0,0
858,MUSAFFAH,0,0
859,MUSAFFAH,0,1
860,MUSAFFAH,0,0
861,MUSAFFAH,0,0
862,MUSAFFAH,0,0
863,KHALIFA CITY,0,0
864,AL RAHAH,0,0
865,AL RAHAH,0,0
866,AL RAHAH,0,0
867,AL RAHAH,0,0
868,AL RAHAH,0,0
869,AL RAHAH,0,0
870,AL RAHAH,0,0
871,KHALIFA CITY,0,0
872,AL RAHAH,0,0
873,AL RAHAH,0,0
874,AL RAHAH,0,0
875,KHALIFA CITY,0,0
876,AL RAHAH,0,0
877,AL RAHAH,0,0
878,AL RAHAH,0,0
879,AL RAHAH,0,0
880,AL RAHAH,0,0
881,AL RAHAH,0,0
882,AL RAHAH,0,0
883,KHALIFA CITY,0,0
884,AL RAHAH,0,0
885,AL RAHAH,0,0
886,AL RAHAH,0,0
887,KHALIFA CITY,0,0
888,AL RAHAH,0,0
889,AL RAHAH,0,0
890,KHALIFA CITY,0,0
891,KHALIFA CITY,0,0
892,KHALIFA CITY,0,0
893,KHALIFA CITY,0,0
894,KHALIFA CITY,0,0
895,KHALIFA CITY,0,0
896,KHALIFA CITY,0,0
897,KHALIFA CITY,0,0
898,KHALIFA CITY,0,0
899,KHALIFA CITY,0,0
900,KHALIFA CITY,0,0
901,KHALIFA CITY,0,0
902,KHALIFA CITY,0,0
903,KHALIFA CITY,0,0
904,KHALIFA CITY,0,0
905,KHALIFA CITY,0,0
906,KHALIFA CITY,0,0
907,KHALIFA CITY,0,0
908,KHALIFA CITY,0,0
909,KHALIFA CITY,0,0
910,KHALIFA CITY,0,0
911,KHALIFA CITY,0,0
912,KHALIFA CITY,0,0
913,KHALIFA CITY,0,0
914,KHALIFA CITY,0,0
915,KHALIFA CITY,0,0
916,KHALIFA CITY,0,0
917,KHALIFA CITY,0,0
918,KHALIFA CITY,0,0
919,KHALIFA CITY,0,0
920,KHALIFA CITY,0,0
921,KHALIFA CITY,0,0
922,KHALIFA CITY,0,0
923,KHALIFA CITY,0,0
924,KHALIFA CITY,0,0
925,KHALIFA CITY,0,0
926,KHALIFA CITY,0,0
927,KHALIFA CITY,0,0
928,KHALIFA CITY,0,0
929,KHALIFA CITY,0,0
930,KHALIFA CITY,0,0
931,KHALIFA CITY,0,0
932,KHALIFA CITY,0,0
933,KHALIFA CITY,0,0
934,KHALIFA CITY,0,0
935,KHALIFA CITY,0,0
936,KHALIFA CITY,0,0
937,KHALIFA CITY,0,0
938,KHALIFA CITY,0,0
939,KHALIFA CITY,0,0
940,KHALIFA CITY,0,0
941,KHALIFA CITY,0,0
942,KHALIFA CITY,0,0
943,KHALIFA CITY,0,0
944,KHALIFA CITY,0,0
945,ZAYED CITY,0,0
946,ZAYED CITY,0,0
947,ZAYED CITY,0,0
948,ZAYED CITY,0,0
949,ZAYED CITY,0,0
950,ZAYED CITY,0,0
951,ZAYED CITY,0,0
952,ZAYED CITY,0,0
953,ZAYED CITY,0,0
954,ZAYED CITY,0,0
955,ZAYED CITY,0,0
956,ZAYED CITY,0,0
957,ZAYED CITY,0,0
958,ZAYED CITY,0,0
959,ZAYED CITY,0,0
960,ZAYED CITY,0,0
961,ZAYED CITY,0,0
962,ZAYED CITY,0,0
963,ZAYED CITY,0,0
964,ZAYED CITY,0,0
965,ZAYED CITY,0,0
966,ZAYED CITY,0,0
967,ZAYED CITY,0,0
968,ZAYED CITY,0,0
969,ZAYED CITY,0,0
970,ZAYED CITY,0,0
971,ZAYED CITY,0,0
972,ZAYED CITY,0,0
973,ZAYED CITY,0,0
974,ZAYED CITY,0,0
975,ZAYED CITY,0,0
976,ZAYED CITY,0,0
977,ZAYED CITY,0,0
978,ZAYED CITY,0,0
979,ZAYED CITY,0,0
980,ZAYED CITY,0,0
981,ZAYED CITY,0,0
982,ZAYED CITY,0,0
983,AL MATAR,0,0
984,AL MATAR,0,0
985,AL MATAR,0,0
986,AL RAHAH,0,0
987,AL REEF,0,0
988,KHALIFA CITY,0,0
989,KHALIFA CITY,0,0
990,AL MATAR,0,0
991,AL REEF,0,0
992,YAS ISLAND,0,0
993,YAS ISLAND,0,0
994,YAS ISLAND,0,0
995,YAS ISLAND,0,0
996,YAS ISLAND,0,0
997,YAS ISLAND,0,0
998,YAS ISLAND,0,0
999,YAS ISLAND,0,0
1000,YAS ISLAND,0,0
1001,YAS ISLAND,0,0
1002,YAS ISLAND,0,0
1003,YAS ISLAND,0,0
1004,YAS ISLAND,0,0
1005,YAS ISLAND,0,0
1006,YAS ISLAND,0,0
1007,YAS ISLAND,0,0
1008,YAS ISLAND,0,0
1009,YAS ISLAND,0,0
1010,YAS ISLAND,0,0
1011,YAS ISLAND,0,0
1012,YAS ISLAND,0,0
1013,YAS ISLAND,0,0
1014,YAS ISLAND,0,0
1015,YAS ISLAND,0,0
1016,YAS ISLAND,0,0
1017,AL BAHYAH,0,0
1018,AL BAHYAH,0,0
1019,AL BAHYAH,0,0
1020,AL BAHYAH,0,0
1021,AL BAHYAH,0,0
1022,AL BAHYAH,0,0
1023,AL BAHYAH,0,0
1024,AL BAHYAH,0,0
1025,AL BAHYAH,0,0
1026,AL SHAHAMAH,0,0
1027,AL BAHYAH,0,0
1028,AL SHAHAMAH,0,0
1029,RAWDAT AL REEF,0,0
1030,AL BAHYAH,0,0
1031,AL BAHYAH,0,0
1032,RAWDAT AL REEF,0,0
1033,AL BAHYAH,0,0
1034,AL SHAHAMAH,0,0
1035,AL RAHBAH,0,0
1036,AL RAHBAH,0,0
1037,AL BAHYAH,0,0
1038,AL SHAHAMAH,0,0
1039,AL BAHYAH,0,0
1040,AL SADER,0,0
1041,AL SAMHAH,0,0
1042,AL SADER,0,0
1043,AL RAHBAH,0,0
1044,AL SAMHAH,0,0
1045,AL BAHYAH,0,0
1046,AL RAHBAH,0,0
1047,AL SAMHAH,0,0
1048,AL RAHBAH,0,0
1049,AL SADER,0,0
1050,AL RAHBAH,0,0
1051,AL TAWEELAH,0,0
1052,AL TAWEELAH,0,6479
1053,AL SADER,0,0
1054,AL SAMHAH,0,1406
1055,AL SAMHAH,0,2849
1056,AL SAMHAH,0,1129
1057,AL SAMHAH,0,307
1058,AL SAMHAH,0,0
1059,AL SAMHAH,0,0
1060,AL SAMHAH,0,3827
1061,AL SAMHAH,0,93
1062,SHAKHBOUT CITY,0,0
1063,SHAKHBOUT CITY,0,0
1064,SHAKHBOUT CITY,0,0
1065,SHAKHBOUT CITY,0,0
1066,SHAKHBOUT CITY,0,0
1067,SHAKHBOUT CITY,0,0
1068,SHAKHBOUT CITY,0,0
1069,SHAKHBOUT CITY,0,0
1070,SHAKHBOUT CITY,0,0
1071,SHAKHBOUT CITY,0,0
1072,SHAKHBOUT CITY,0,0
1073,MADINAT AL RIYAD,0,0
1074,AL SHAMKHAH,0,0
1075,MADINAT AL RIYAD,0,0
1076,MADINAT AL RIYAD,0,0
1077,MADINAT AL RIYAD,0,0
1078,MADINAT AL RIYAD,0,0
1079,MADINAT AL RIYAD,0,0
1080,MADINAT AL RIYAD,0,0
1081,MADINAT AL RIYAD,0,0
1082,AL SHAMKHAH,0,0
1083,AL SHAMKHAH,0,0
1084,MADINAT AL RIYAD,0,0
1085,MADINAT AL RIYAD,0,0
1086,MADINAT AL RIYAD,0,0
1087,MADINAT AL RIYAD,0,0
1088,MADINAT AL RIYAD,0,0
1089,AL SHAMKHAH,0,0
1090,AL SHAMKHAH,0,0
1091,MADINAT AL RIYAD,0,0
1092,MADINAT AL RIYAD,0,0
1093,MADINAT AL RIYAD,0,0
1094,MADINAT AL RIYAD,0,0
1095,MADINAT AL RIYAD,0,0
1096,MADINAT AL RIYAD,0,0
1097,MADINAT AL RIYAD,0,0
1098,AL SHAWAMEKH,0,0
1099,MADINAT AL RIYAD,0,0
1100,AL SHAMKHAH,0,0
1101,MADINAT AL RIYAD,0,0
1102,MADINAT AL RIYAD,0,0
1103,MADINAT AL RIYAD,0,0
1104,AL SHAWAMEKH,0,0
1105,MADINAT AL RIYAD,0,0
1106,MADINAT AL RIYAD,0,0
1107,MADINAT AL RIYAD,0,0
1108,MADINAT AL RIYAD,0,0
1109,MADINAT AL RIYAD,0,0
1110,MADINAT AL RIYAD,0,0
1111,MADINAT AL RIYAD,0,0
1112,MADINAT AL RIYAD,0,0
1113,MADINAT AL RIYAD,0,0
1114,MADINAT AL RIYAD,0,0
1115,MADINAT AL RIYAD,0,0
1116,MADINAT AL RIYAD,0,0
1117,MADINAT AL RIYAD,0,0
1118,MADINAT AL RIYAD,0,0
1119,MADINAT AL RIYAD,0,0
1120,MADINAT AL RIYAD,0,0
1121,MADINAT AL RIYAD,0,0
1122,MADINAT AL RIYAD,0,0
1123,MADINAT AL RIYAD,0,0
1124,MADINAT AL RIYAD,0,0
1125,MADINAT AL RIYAD,0,0
1126,MADINAT AL RIYAD,0,0
1127,MADINAT AL RIYAD,0,0
1128,AL SHAMKHAH,0,0
1129,MADINAT AL RIYAD,0,0
1130,MADINAT AL RIYAD,0,0
1131,MADINAT AL RIYAD,0,0
1132,AL SHAWAMEKH,0,0
1133,MADINAT AL RIYAD,0,0
1134,MADINAT AL RIYAD,0,0
1135,MADINAT AL RIYAD,0,0
1136,MADINAT AL RIYAD,0,0
1137,AL SHAMKHAH,0,0
1138,MADINAT AL RIYAD,0,0
1139,MADINAT AL RIYAD,0,0
1140,AL SHAMKHAH,0,0
1141,MADINAT AL RIYAD,0,0
1142,MADINAT AL RIYAD,0,0
1143,MADINAT AL RIYAD,0,0
1144,MADINAT AL RIYAD,0,0
1145,MADINAT AL RIYAD,0,0
1146,MADINAT AL RIYAD,0,0
1147,MADINAT AL RIYAD,0,0
1148,MADINAT AL RIYAD,0,0
1149,MADINAT AL RIYAD,0,0
1150,MADINAT AL RIYAD,0,0
1151,MADINAT AL RIYAD,0,0
1152,MADINAT AL RIYAD,0,0
1153,MADINAT AL RIYAD,0,0
1154,MADINAT AL RIYAD,0,0
1155,MADINAT AL RIYAD,0,0
1156,MADINAT AL RIYAD,0,0
1157,MADINAT AL RIYAD,0,0
1158,MADINAT AL RIYAD,0,0
1159,MADINAT AL RIYAD,0,0
1160,MADINAT AL RIYAD,0,0
1161,MADINAT AL RIYAD,0,0
1162,MADINAT AL RIYAD,0,0
1163,MADINAT AL RIYAD,0,0
1164,MADINAT AL RIYAD,0,0
1165,MADINAT AL RIYAD,0,0
1166,MADINAT AL RIYAD,0,0
1167,MADINAT AL RIYAD,0,0
1168,MADINAT AL RIYAD,0,0
1169,MADINAT AL RIYAD,0,0
1170,MADINAT AL RIYAD,0,0
1171,MADINAT AL RIYAD,0,0
1172,MADINAT AL RIYAD,0,0
1173,AL SHAMKHAH,0,0
1174,MADINAT AL RIYAD,0,0
1175,MADINAT AL RIYAD,0,0
1176,AL SHAWAMEKH,0,0
1177,MADINAT AL RIYAD,0,0
1178,MADINAT AL RIYAD,0,0
1179,MADINAT AL RIYAD,0,0
1180,AL SHAMKHAH,0,0
1181,MADINAT AL RIYAD,0,0
1182,AL SHAWAMEKH,0,0
1183,MADINAT AL RIYAD,0,0
1184,MADINAT AL RIYAD,0,0
1185,MADINAT AL RIYAD,0,0
1186,MADINAT AL RIYAD,0,0
1187,AL SHAMKHAH,0,0
1188,MADINAT AL RIYAD,0,0
1189,AL SHAMKHAH,0,0
1190,MADINAT AL RIYAD,0,0
1191,MADINAT AL RIYAD,0,0
1192,AL SHAMKHAH,0,0
1193,MADINAT AL RIYAD,0,0
1194,MADINAT AL RIYAD,0,0
1195,AL SHAMKHAH,0,0
1196,MADINAT AL RIYAD,0,0
1197,AL SHAWAMEKH,0,0
1198,AL SHAMKHAH,0,0
1199,MADINAT AL RIYAD,0,0
1200,AL SHAMKHAH,0,0
1201,MADINAT AL RIYAD,0,0
1202,MADINAT AL RIYAD,0,0
1203,MADINAT AL RIYAD,0,0
1204,MADINAT AL RIYAD,0,0
1205,MADINAT AL RIYAD,0,0
1206,AL SHAMKHAH,0,0
1207,MADINAT AL RIYAD,0,0
1208,AL SHAMKHAH,0,0
1209,MADINAT AL RIYAD,0,0
1210,AL SHAMKHAH,0,0
1211,MADINAT AL RIYAD,0,0
1212,MADINAT AL RIYAD,0,0
1213,AL SHAMKHAH,0,0
1214,MADINAT AL RIYAD,0,0
1215,MADINAT AL RIYAD,0,0
1216,MADINAT AL RIYAD,0,0
1217,MADINAT AL RIYAD,0,0
1218,MADINAT AL RIYAD,0,0
1219,MADINAT AL RIYAD,0,0
1220,AL SHAMKHAH,0,0
1221,MADINAT AL RIYAD,0,0
1222,MADINAT AL RIYAD,0,0
1223,AL SHAMKHAH,0,0
1224,AL SHAMKHAH,0,0
1225,MADINAT AL RIYAD,0,0
1226,MADINAT AL RIYAD,0,0
1227,MADINAT AL RIYAD,0,0
1228,MADINAT AL RIYAD,0,0
1229,AL SHAMKHAH,0,0
1230,AL SHAMKHAH,0,0
1231,MADINAT AL RIYAD,0,0
1232,AL SHAMKHAH,0,0
1233,MADINAT AL RIYAD,0,0
1234,MADINAT AL RIYAD,0,0
1235,MADINAT AL RIYAD,0,0
1236,MADINAT AL RIYAD,0,0
1237,MADINAT AL RIYAD,0,0
1238,MADINAT AL RIYAD,0,0
1239,MADINAT AL RIYAD,0,0
1240,MADINAT AL RIYAD,0,0
1241,AL SHAMKHAH,0,0
1242,MADINAT AL RIYAD,0,0
1243,MADINAT AL RIYAD,0,0
1244,MADINAT AL RIYAD,0,0
1245,MADINAT AL RIYAD,0,0
1246,MADINAT AL RIYAD,0,0
1247,MADINAT AL RIYAD,0,0
1248,AL SHAMKHAH,0,0
1249,MADINAT AL RIYAD,0,0
1250,MADINAT AL RIYAD,0,0
1251,MADINAT AL RIYAD,0,0
1252,MADINAT AL RIYAD,0,0
1253,MADINAT AL RIYAD,0,0
1254,MADINAT AL RIYAD,0,0
1255,MADINAT AL RIYAD,0,0
1256,MADINAT AL RIYAD,0,0
1257,MADINAT AL RIYAD,0,0
1258,AL FALAH,0,0
1259,MADINAT AL RIYAD,0,0
1260,MADINAT AL RIYAD,0,0
1261,MADINAT AL RIYAD,0,0
1262,MADINAT AL RIYAD,0,0
1263,AL FALAH,0,0
1264,MADINAT AL RIYAD,0,0
1265,MADINAT AL RIYAD,0,0
1266,MADINAT AL RIYAD,0,0
1267,MADINAT AL RIYAD,0,0
1268,AL NAHDAH,0,0
1269,MADINAT AL RIYAD,0,0
1270,AL NAHDAH,0,2003
1271,BANI YAS,0,0
1272,BANI YAS,0,0
1273,BANI YAS,0,0
1274,BANI YAS,0,0
1275,BANI YAS,0,0
1276,BANI YAS,0,0
1277,BANI YAS,0,0
1278,BANI YAS,0,0
1279,BANI YAS,0,0
1280,BANI YAS,0,0
1281,BANI YAS,0,0
1282,BANI YAS,0,0
1283,BANI YAS,0,0
1284,BANI YAS,0,0
1285,BANI YAS,0,0
1286,BANI YAS,0,0
1287,BANI YAS,0,0
1288,BANI YAS,0,0
1289,BANI YAS,0,0
1290,BANI YAS,0,0
1291,BANI YAS,0,0
1292,AL WATHBAH,0,0
1293,BANI YAS,0,0
1294,BANI YAS,0,0
1295,BANI YAS,0,0
1296,BANI YAS,0,0
1297,BANI YAS,0,0
1298,AL SHAWAMEKH,0,0
1299,AL NAHDAH,0,0
1300,AL WATHBAH,0,0
1301,JARN YAFOUR,500,500
1302,JARN YAFOUR,3000,3000
1303,JARN YAFOUR,20000,20000
1304,JARN YAFOUR,1000,1000
1305,JARN YAFOUR,121000,146000
1306,AL WATHBAH,0,0
1307,AL NAHDAH,0,0
1308,AL WATHBAH,0,434
1309,AL WATHBAH,0,0
1310,AL WATHBAH,0,1014
1311,AL WATHBAH,0,0
1312,AL NAHDAH,0,0
1313,KHALIFA INDUSTRIAL,0,0
1314,AL LAYYAN,0,0
1315,AL LAYYAN,0,0
1316,MUWAYLIH,0,0
1317,MUWAYLIH,0,0
1318,MUWAYLIH,0,6523
1319,AL SMEEH,0,0
1320,GHADEER AL TAYR,0,0
1321,ZAYED MILITARY CITY,0,4317
1322,GHANADHAH,0,0
1323,ZAYED MILITARY CITY,0,2
1324,GHANTOUT,0,0
1325,ABU MREIKHAH,0,0
1326,ABU MREIKHAH,0,0
1327,ZAYED MILITARY CITY,0,0
1328,AL LAYYAN,0,0
1329,ZAYED MILITARY CITY,0,0
1330,ZAYED MILITARY CITY,0,0
1331,ZAYED MILITARY CITY,0,0
1332,RAWDAT AL REEF,0,0
1333,RAWDAT AL REEF,0,0
1334,AL FALAH,0,0
1335,RAWDAT AL REEF,0,0
1336,AL FALAH,0,0
1337,AL FALAH,0,0
1338,AL FALAH,0,0
1339,AL KHATM,0,2111
1340,DIHAN,0,1129
1341,AL HAFFAR,0,1278
1342,AL KHATM,0,2835
1343,AL KHATM,0,177
1344,DIHAN,0,10478
1345,MSHAYRIF,0,537
1346,AL 'ASHEESH,0,10000
1347,AL FAYAH,0,59831
1348,AL HAFFAR,0,2487
1349,AL 'ASHEESH,0,0
1350,MSHAYRIF,0,1131
1351,MSHAYRIF,0,31
1352,AL MI'RAD,0,0
1353,AL 'ADLAH,0,40346
1354,MSHAYRIF,0,0
1355,AL SOUT,0,0
1356,AL SHINAYIN,0,0
1357,AL BIHOUTH,75000,100000
1358,MSHAYRIF,0,0
1359,MSHAYRIF,0,0
1360,AL BIHOUTH,0,0
1361,AL SOUT,0,0
1362,AL WATHBAH,98000,148000
1363,AL BIHOUTH,0,16
1364,AL BIHOUTH,0,43
1365,AL BIHOUTH,0,0
1366,MSHAYRIF,0,4422
1367,AL SELMIYYAH,0,0
1368,AL NOUF,0,0
1369,AL NOUF,0,50000
1370,AL FTEYSI ISLAND,0,0
1371,AL ARYAM ISLAND,0,0
1372,AL FTEYSI ISLAND,0,0
1373,AL FTEYSI ISLAND,0,0
1374,AL FTEYSI ISLAND,0,0
1375,AL FTEYSI ISLAND,0,0
1376,AL HIDAYRIYYAT,0,0
1377,AL FTEYSI ISLAND,0,0
1378,AL HALAH ISLAND,0,0
1886,AL KHIDAYRAH,0,0
1895,AL SOUT,0,0
1962,AL MA'MOURAH,0,0
1963,AL MA'MOURAH,0,0
1964,AL MA'MOURAH,0,0
1965,AL SAMHAH,0,0
1966,AL MA'MOURAH,0,0
1967,AL MA'MOURAH,0,0
1968,AL MA'MOURAH,0,0
1969,AL MA'MOURAH,0,0
1970,AL MA'MOURAH,0,0
1971,AL MA'MOURAH,0,0
1972,AL MA'MOURAH,0,0
1973,AL MA'MOURAH,0,0
1974,AL MA'MOURAH,0,0
1975,AL MA'MOURAH,0,0
1976,AL MA'MOURAH,0,0
1977,AL MA'MOURAH,0,0
1978,AL MA'MOURAH,0,0
1979,AL MA'MOURAH,0,0
1980,AL SAMHAH,0,0
1981,KHALIFA INDUSTRIAL,0,0
1982,KHALIFA INDUSTRIAL,0,0
1983,KHALIFA INDUSTRIAL,0,0
1984,KHALIFA INDUSTRIAL,0,0
1985,KHALIFA INDUSTRIAL,0,0
1986,AL MA'MOURAH,0,0
1987,AL MA'MOURAH,0,0
1988,AL MA'MOURAH,0,0
1989,AL MA'MOURAH,0,0
1990,AL LAYYAN,0,0
1991,KHALIFA INDUSTRIAL,0,0
1992,AL SAMHAH,0,0
1993,KHALIFA INDUSTRIAL,0,0
1994,KHALIFA INDUSTRIAL,0,0
1995,KHALIFA INDUSTRIAL,0,0
1996,KHALIFA INDUSTRIAL,0,0
1997,KHALIFA INDUSTRIAL,0,0
1998,KHALIFA INDUSTRIAL,0,0
1999,KHALIFA INDUSTRIAL,0,0
2000,KHALIFA INDUSTRIAL,0,0
2001,AL LAYYAN,0,0
2002,KHALIFA INDUSTRIAL,0,0
2003,KHALIFA INDUSTRIAL,0,37643.66667
2004,KHALIFA INDUSTRIAL,0,0
2005,KHALIFA INDUSTRIAL,0,0
2006,KHALIFA INDUSTRIAL,0,0
2007,KHALIFA INDUSTRIAL,0,0
2008,KHALIFA INDUSTRIAL,0,0
2009,KHALIFA INDUSTRIAL,0,0
2010,KHALIFA INDUSTRIAL,0,0
2011,KHALIFA INDUSTRIAL,0,0
2012,KHALIFA INDUSTRIAL,0,0
2013,KHALIFA INDUSTRIAL,0,0
2014,AL MA'MOURAH,0,0
2015,AL MA'MOURAH,0,0
2016,AL MA'MOURAH,0,0
2017,AL MA'MOURAH,0,0
2018,AL MA'MOURAH,0,0
2019,AL MA'MOURAH,0,0
2020,AL MA'MOURAH,0,0
2021,AL MA'MOURAH,0,0
2022,AL MA'MOURAH,0,0
2023,AL MA'MOURAH,0,0
2024,GHANADHAH,0,0
2025,AL MA'MOURAH,0,0
2026,AL MA'MOURAH,0,0
2027,AL MA'MOURAH,0,0
2028,AL MA'MOURAH,0,0
2029,AL MA'MOURAH,0,0
2030,AL MA'MOURAH,0,0
2031,AL MA'MOURAH,0,0
2032,AL MA'MOURAH,0,0
2033,AL MA'MOURAH,0,0
2034,AL MA'MOURAH,0,0
2191,AL FALAH,0,0
2192,AL FALAH,0,0
2193,AL FALAH,0,0
2194,AL FALAH,0,0
2195,AL FALAH,0,0
2196,AL FALAH,0,0
2197,AL FALAH,0,0
2198,AL FALAH,0,0
2199,AL FALAH,0,0
2200,AL FALAH,0,0
2201,AL FALAH,0,0
2202,AL FALAH,0,0
2203,AL FALAH,0,0
2204,AL FALAH,0,0
2205,YAS ISLAND,0,0
2206,YAS ISLAND,0,0
2207,YAS ISLAND,0,0
2208,YAS ISLAND,0,0
2209,YAS ISLAND,0,0
2210,YAS ISLAND,0,0
2211,YAS ISLAND,0,0
2212,YAS ISLAND,0,0
2213,YAS ISLAND,0,0
2214,YAS ISLAND,0,0
2215,YAS ISLAND,0,0
2216,YAS ISLAND,0,0
2217,YAS ISLAND,0,0
2218,YAS ISLAND,0,0
2219,YAS ISLAND,0,0
2220,AL MATAR,0,0
2221,KHALIFA CITY,0,0
2222,KHALIFA CITY,0,0
2223,KHALIFA CITY,0,0
2224,KHALIFA CITY,0,0
2225,KHALIFA CITY,0,0
2226,KHALIFA CITY,0,0
2227,KHALIFA CITY,0,0
2228,KHALIFA CITY,0,0
2229,KHALIFA CITY,0,0
2230,KHALIFA CITY,0,0
2231,SAS AL NAKHL,0,0
2232,SAS AL NAKHL,0,0
2233,KHALIFA CITY,0,0
2234,KHALIFA CITY,0,0
2235,KHALIFA CITY,0,0
2236,KHALIFA CITY,0,0
2237,AL MUNTAZAH,0,0
2238,AL MUNTAZAH,0,0
2239,AL MUNTAZAH,0,0
2240,AL MUNTAZAH,0,0
2241,AL MUNTAZAH,0,0
2242,AL MUNTAZAH,0,0
2306,SHAKHBOUT CITY,0,0
2307,KHALIFA CITY,0,0
2308,AL SHAMKHAH,0,0
2309,AL SHAMKHAH,0,0
2310,AL WATHBAH,0,175
2311,AL NAHYAN,0,0
2312,AL NAHYAN,0,0
2313,AL NAHYAN,0,0
2314,AL NAHYAN,0,0
2315,AL NAHYAN,0,0
2316,AL NAHYAN,0,0
2317,AL NAHYAN,0,0
2318,RABDAN,0,0
2319,RABDAN,0,0
2320,RABDAN,0,0
2321,RABDAN,0,0
2322,ZAYED PORT,0,0
2323,AL ZAHIYAH,0,0
2324,RABDAN,0,0
2325,FAHID ISLAND,0,0
2326,FAHID ISLAND,0,0
2327,FAHID ISLAND,0,0
2328,FAHID ISLAND,0,0
2329,FAHID ISLAND,0,0
2330,FAHID ISLAND,0,0
2331,AL KASIR,0,0
2332,AL KASIR,0,0
2333,AL KASIR,0,0
2334,AL KASIR,0,0
2335,AL JUBAIL ISLAND,0,0
2336,AL KASIR,0,0
2337,AL KASIR,0,0
2338,AL KASIR,0,0
2339,YAS ISLAND,0,0
2340,YAS ISLAND,0,3
2341,YAS ISLAND,0,0
2342,YAS ISLAND,0,0
2343,YAS ISLAND,0,0
2344,YAS ISLAND,0,0
2345,YAS ISLAND,0,0
2346,YAS ISLAND,0,0
2347,YAS ISLAND,0,0
2348,AL BAHYAH,0,0
2349,AL BAHYAH,0,0
2350,AL BAHYAH,0,0
2351,AL BAHYAH,0,0
2352,YAS ISLAND,0,0
2353,AL BAHYAH,0,0
2354,AL BAHYAH,0,0
2355,AL BAHYAH,0,0
2356,YAS ISLAND,0,0
2357,AL BAHYAH,0,0
2358,UJAIJ,0,0
2359,AL BAHYAH,0,0
2360,YAS ISLAND,0,0
2361,YAS ISLAND,0,0
2362,YAS ISLAND,0,0
2363,YAS ISLAND,0,0
2364,YAS ISLAND,0,0
2365,YAS ISLAND,0,0
2366,YAS ISLAND,0,0
2367,YAS ISLAND,0,0
2368,YAS ISLAND,0,0
2369,YAS ISLAND,0,0
2370,YAS ISLAND,0,0
2371,YAS ISLAND,0,0
2372,YAS ISLAND,0,0
2373,YAS ISLAND,0,0
2374,YAS ISLAND,0,0
2375,YAS ISLAND,0,0
2376,YAS ISLAND,0,0
2377,YAS ISLAND,0,0
2378,YAS ISLAND,0,0
2379,AL RAHAH,0,0
2380,AL RAHAH,0,0
2381,AL RAHAH,0,0
2382,AL RAHAH,0,0
2383,AL RAHAH,0,0
2384,AL RAHAH,0,0
2385,AL RAHAH,0,0
2386,AL RAHAH,0,0
2387,AL RAHAH,0,0
2388,AL RAHAH,0,0
2389,AL RAHAH,0,0
2390,AL RAHAH,0,0
2391,AL RAHAH,0,0
2392,AL RAHAH,0,0
2393,AL RAHAH,0,0
2394,AL RAHAH,0,0
2395,AL RAHAH,0,0
2396,AL RAHAH,0,0
2397,AL RAHAH,0,0
2398,AL RAHAH,0,0
2399,AL RAHAH,0,0
2400,AL RAHAH,0,0
2401,AL RAHAH,0,0
2402,AL RAHAH,0,0
2403,AL RAHAH,0,0
2404,AL RAHAH,0,0
2405,AL RAHAH,0,0
2406,AL RAHAH,0,0
2407,AL RAHAH,0,0
2408,AL RAHAH,0,0
2409,AL RAHAH,0,0
2410,AL RAHAH,0,0
2411,AL RAHAH,0,0
2412,AL RAHAH,0,0
2413,AL RAHAH,0,0
2414,AL RAHAH,0,0
2415,AL RAHAH,0,0
2416,AL RAHAH,0,0
2417,AL RAHAH,0,0
2418,AL RAHAH,0,0
