,ProjectID,land_use,year,percent_development_pa,status,development_pa
4786,1996.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4787,1995.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4788,ICAD 1,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4789,1994.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4790,1001.8.1,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4791,1089.62,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4792,1997.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4793,1072.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4794,1170.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4795,1114.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4796,1146.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4797,1097.40,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4798,1042.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4799,1633.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4800,25087.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4801,1097.34,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4802,1783.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4803,1007.45,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4804,1032.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4805,1113.3.3,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4806,1007.27,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4807,6029.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4808,6033.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4809,1089.56,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4810,1236.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4811,1086.3,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4812,1085.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4813,1740.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4814,2100.4,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4815,1235.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4816,1114.1,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4817,1113.8,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4818,2897.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4819,5365.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4820,1113.9,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4821,1119.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4822,12222.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4823,21227.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4824,1413.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4825,1113.27,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4826,24996.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4827,23168.0,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4828,1113.6,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4829,2115.2.1,Community Facilities (GFA),2032,0.0,Under Construction,0.0
4830,2100.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4831,5000.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4832,1996.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4833,1995.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4834,ICAD 1,Healthcare (GFA),2032,0.0,Under Construction,0.0
4835,1994.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4836,1001.8.1,Healthcare (GFA),2032,0.0,Under Construction,0.0
4837,1089.62,Healthcare (GFA),2032,0.0,Under Construction,0.0
4838,1997.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4839,1072.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4840,1170.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4841,1114.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4842,1146.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4843,1097.40,Healthcare (GFA),2032,0.0,Under Construction,0.0
4844,1042.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4845,1633.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4846,25087.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4847,1097.34,Healthcare (GFA),2032,0.0,Under Construction,0.0
4848,1783.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4849,1007.45,Healthcare (GFA),2032,0.0,Under Construction,0.0
4850,1032.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4851,1113.3.3,Healthcare (GFA),2032,0.0,Under Construction,0.0
4852,1007.27,Healthcare (GFA),2032,0.0,Under Construction,0.0
4853,6029.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4854,6033.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4855,1089.56,Healthcare (GFA),2032,0.0,Under Construction,0.0
4856,1236.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4857,1086.3,Healthcare (GFA),2032,0.0,Under Construction,0.0
4858,1085.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4859,1740.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4860,2100.4,Healthcare (GFA),2032,0.0,Under Construction,0.0
4861,1235.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4862,1114.1,Healthcare (GFA),2032,0.0,Under Construction,0.0
4863,1113.8,Healthcare (GFA),2032,0.0,Under Construction,0.0
4864,2897.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4865,5365.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4866,1113.9,Healthcare (GFA),2032,0.0,Under Construction,0.0
4867,1119.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4868,12222.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4869,21227.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4870,1413.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4871,1113.27,Healthcare (GFA),2032,0.0,Under Construction,0.0
4872,24996.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4873,23168.0,Healthcare (GFA),2032,0.0,Under Construction,0.0
4874,1113.6,Healthcare (GFA),2032,0.0,Under Construction,0.0
4875,2115.2.1,Healthcare (GFA),2032,0.0,Under Construction,0.0
4876,2100.0,Education (GFA),2032,0.0,Under Construction,0.0
4877,5000.0,Education (GFA),2032,0.0,Under Construction,0.0
4878,1996.0,Education (GFA),2032,0.0,Under Construction,0.0
4879,1995.0,Education (GFA),2032,0.0,Under Construction,0.0
4880,ICAD 1,Education (GFA),2032,0.0,Under Construction,0.0
4881,1994.0,Education (GFA),2032,0.0,Under Construction,0.0
4882,1001.8.1,Education (GFA),2032,0.0,Under Construction,0.0
4883,1089.62,Education (GFA),2032,0.0,Under Construction,0.0
4884,1997.0,Education (GFA),2032,0.0,Under Construction,0.0
4885,1072.0,Education (GFA),2032,0.0,Under Construction,0.0
4886,1170.0,Education (GFA),2032,0.0,Under Construction,0.0
4887,1114.0,Education (GFA),2032,0.0,Under Construction,0.0
4888,1146.0,Education (GFA),2032,0.0,Under Construction,0.0
4889,1097.40,Education (GFA),2032,0.0,Under Construction,0.0
4890,1042.0,Education (GFA),2032,0.0,Under Construction,0.0
4891,1633.0,Education (GFA),2032,0.0,Under Construction,0.0
4892,25087.0,Education (GFA),2032,0.0,Under Construction,0.0
4893,1097.34,Education (GFA),2032,0.0,Under Construction,0.0
4894,1783.0,Education (GFA),2032,0.0,Under Construction,0.0
4895,1007.45,Education (GFA),2032,0.0,Under Construction,0.0
4896,1032.0,Education (GFA),2032,0.0,Under Construction,0.0
4897,1113.3.3,Education (GFA),2032,0.0,Under Construction,0.0
4898,1007.27,Education (GFA),2032,0.0,Under Construction,0.0
4899,6029.0,Education (GFA),2032,0.0,Under Construction,0.0
4900,6033.0,Education (GFA),2032,0.0,Under Construction,0.0
4901,1089.56,Education (GFA),2032,0.0,Under Construction,0.0
4902,1236.0,Education (GFA),2032,0.0,Under Construction,0.0
4903,1086.3,Education (GFA),2032,0.0,Under Construction,0.0
4904,1085.0,Education (GFA),2032,0.0,Under Construction,0.0
4905,1740.0,Education (GFA),2032,0.0,Under Construction,0.0
4906,2100.4,Education (GFA),2032,0.0,Under Construction,0.0
4907,1235.0,Education (GFA),2032,0.0,Under Construction,0.0
4908,1114.1,Education (GFA),2032,0.0,Under Construction,0.0
4909,1113.8,Education (GFA),2032,0.0,Under Construction,0.0
4910,2897.0,Education (GFA),2032,0.0,Under Construction,0.0
4911,5365.0,Education (GFA),2032,0.0,Under Construction,0.0
4912,1113.9,Education (GFA),2032,0.0,Under Construction,0.0
4913,1119.0,Education (GFA),2032,0.0,Under Construction,0.0
4914,12222.0,Education (GFA),2032,0.0,Under Construction,0.0
4915,21227.0,Education (GFA),2032,0.0,Under Construction,0.0
4916,1413.0,Education (GFA),2032,0.0,Under Construction,0.0
4917,1113.27,Education (GFA),2032,0.0,Under Construction,0.0
4918,24996.0,Education (GFA),2032,0.0,Under Construction,0.0
4919,23168.0,Education (GFA),2032,0.0,Under Construction,0.0
4920,1113.6,Education (GFA),2032,0.0,Under Construction,0.0
4921,2115.2.1,Education (GFA),2032,0.0,Under Construction,0.0
4922,2100.0,Other (GFA),2032,0.0,Under Construction,0.0
4923,5000.0,Other (GFA),2032,0.0,Under Construction,0.0
4924,1996.0,Other (GFA),2032,0.0,Under Construction,0.0
4925,1995.0,Other (GFA),2032,0.0,Under Construction,0.0
4926,ICAD 1,Other (GFA),2032,0.0,Under Construction,0.0
4927,1994.0,Other (GFA),2032,0.0,Under Construction,0.0
4928,1001.8.1,Other (GFA),2032,0.0,Under Construction,0.0
4929,1089.62,Other (GFA),2032,0.0,Under Construction,0.0
4930,1997.0,Other (GFA),2032,0.0,Under Construction,0.0
4931,1072.0,Other (GFA),2032,0.0,Under Construction,0.0
4932,1170.0,Other (GFA),2032,0.0,Under Construction,0.0
4933,1114.0,Other (GFA),2032,0.0,Under Construction,0.0
4934,1146.0,Other (GFA),2032,0.0,Under Construction,0.0
4935,1097.40,Other (GFA),2032,0.0,Under Construction,0.0
4936,1042.0,Other (GFA),2032,0.0,Under Construction,0.0
4937,1633.0,Other (GFA),2032,0.0,Under Construction,0.0
4938,25087.0,Other (GFA),2032,0.0,Under Construction,0.0
4939,1097.34,Other (GFA),2032,0.0,Under Construction,0.0
4940,1783.0,Other (GFA),2032,0.0,Under Construction,0.0
4941,1007.45,Other (GFA),2032,0.0,Under Construction,0.0
4942,1032.0,Other (GFA),2032,0.0,Under Construction,0.0
4943,1113.3.3,Other (GFA),2032,0.0,Under Construction,0.0
4944,1007.27,Other (GFA),2032,0.0,Under Construction,0.0
4945,6029.0,Other (GFA),2032,0.0,Under Construction,0.0
4946,6033.0,Other (GFA),2032,0.0,Under Construction,0.0
4947,1089.56,Other (GFA),2032,0.0,Under Construction,0.0
4948,1236.0,Other (GFA),2032,0.0,Under Construction,0.0
4949,1086.3,Other (GFA),2032,0.0,Under Construction,0.0
4950,1085.0,Other (GFA),2032,0.0,Under Construction,0.0
4951,1740.0,Other (GFA),2032,0.0,Under Construction,0.0
4952,2100.4,Other (GFA),2032,0.0,Under Construction,0.0
4953,1235.0,Other (GFA),2032,0.0,Under Construction,0.0
4954,1114.1,Other (GFA),2032,0.0,Under Construction,0.0
4955,1113.8,Other (GFA),2032,0.0,Under Construction,0.0
4956,2897.0,Other (GFA),2032,0.0,Under Construction,0.0
4957,5365.0,Other (GFA),2032,0.0,Under Construction,0.0
4958,1113.9,Other (GFA),2032,0.0,Under Construction,0.0
4959,1119.0,Other (GFA),2032,0.0,Under Construction,0.0
4960,12222.0,Other (GFA),2032,0.0,Under Construction,0.0
4961,21227.0,Other (GFA),2032,0.0,Under Construction,0.0
4962,1413.0,Other (GFA),2032,0.0,Under Construction,0.0
4963,1113.27,Other (GFA),2032,0.0,Under Construction,0.0
4964,24996.0,Other (GFA),2032,0.0,Under Construction,0.0
4965,23168.0,Other (GFA),2032,0.0,Under Construction,0.0
4966,1113.6,Other (GFA),2032,0.0,Under Construction,0.0
4967,2115.2.1,Other (GFA),2032,0.0,Under Construction,0.0
4968,2100.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4969,5000.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4970,1996.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
4971,1995.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4972,ICAD 1,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4973,1994.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4974,1001.8.1,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4975,1089.62,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4976,1997.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4977,1072.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4978,1170.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
4979,1114.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4980,1146.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
4981,1097.40,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
4982,1042.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4983,1633.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
4984,25087.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4985,1097.34,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
4986,1783.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4987,1007.45,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
4988,1032.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4989,1113.3.3,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4990,1007.27,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4991,6029.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4992,6033.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
4993,1089.56,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4994,1236.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4995,1086.3,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4996,1085.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
4997,1740.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
4998,2100.4,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
4999,1235.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
5000,1114.1,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
5001,1113.8,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
5002,2897.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
5003,5365.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
5004,1113.9,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
5005,1119.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
5006,12222.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
5007,21227.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
5008,1413.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
5009,1113.27,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
5010,24996.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
5011,23168.0,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
5012,1113.6,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,0.0
5013,2115.2.1,Residential - Villas Emiratis (Units),2033,0.0,Under Construction,
5014,2100.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5015,5000.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5016,1996.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5017,1995.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5018,ICAD 1,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5019,1994.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5020,1001.8.1,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5021,1089.62,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5022,1997.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5023,1072.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5024,1170.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5025,1114.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5026,1146.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5027,1097.40,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5028,1042.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5029,1633.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5030,25087.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5031,1097.34,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5032,1783.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5033,1007.45,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5034,1032.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5035,1113.3.3,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5036,1007.27,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5037,6029.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5038,6033.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5039,1089.56,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5040,1236.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5041,1086.3,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5042,1085.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5043,1740.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5044,2100.4,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5045,1235.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5046,1114.1,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5047,1113.8,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5048,2897.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5049,5365.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5050,1113.9,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5051,1119.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5052,12222.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5053,21227.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5054,1413.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5055,1113.27,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5056,24996.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5057,23168.0,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5058,1113.6,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5059,2115.2.1,Residential - Villas Non-Emiratis (Units),2033,0.0,Under Construction,0.0
5060,2100.0,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5061,5000.0,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5062,1996.0,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5063,1995.0,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5064,ICAD 1,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5065,1994.0,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5066,1001.8.1,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5067,1089.62,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5068,1997.0,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5069,1072.0,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5070,1170.0,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5071,1114.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5072,1146.0,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5073,1097.40,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5074,1042.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5075,1633.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5076,25087.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5077,1097.34,Residential - Apartments (Units),2033,0.0,Under Construction,
5078,1783.0,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5079,1007.45,Residential - Apartments (Units),2033,0.0,Under Construction,
5080,1032.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5081,1113.3.3,Residential - Apartments (Units),2033,0.0,Under Construction,
5082,1007.27,Residential - Apartments (Units),2033,0.0,Under Construction,
5083,6029.0,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5084,6033.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5085,1089.56,Residential - Apartments (Units),2033,0.0,Under Construction,
5086,1236.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5087,1086.3,Residential - Apartments (Units),2033,0.0,Under Construction,
5088,1085.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5089,1740.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5090,2100.4,Residential - Apartments (Units),2033,0.0,Under Construction,
5091,1235.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5092,1114.1,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5093,1113.8,Residential - Apartments (Units),2033,0.0,Under Construction,
5094,2897.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5095,5365.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5096,1113.9,Residential - Apartments (Units),2033,0.0,Under Construction,
5097,1119.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5098,12222.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5099,21227.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5100,1413.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5101,1113.27,Residential - Apartments (Units),2033,0.0,Under Construction,
5102,24996.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5103,23168.0,Residential - Apartments (Units),2033,0.0,Under Construction,
5104,1113.6,Residential - Apartments (Units),2033,0.0,Under Construction,0.0
5105,2115.2.1,Residential - Apartments (Units),2033,0.0,Under Construction,
5106,2100.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5107,5000.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5108,1996.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5109,1995.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5110,ICAD 1,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5111,1994.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5112,1001.8.1,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5113,1089.62,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5114,1997.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5115,1072.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5116,1170.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5117,1114.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5118,1146.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5119,1097.40,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5120,1042.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5121,1633.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5122,25087.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5123,1097.34,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5124,1783.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5125,1007.45,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5126,1032.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5127,1113.3.3,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5128,1007.27,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5129,6029.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5130,6033.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5131,1089.56,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5132,1236.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5133,1086.3,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5134,1085.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5135,1740.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5136,2100.4,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5137,1235.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5138,1114.1,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5139,1113.8,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5140,2897.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5141,5365.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5142,1113.9,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5143,1119.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5144,12222.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5145,21227.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5146,1413.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5147,1113.27,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5148,24996.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5149,23168.0,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5150,1113.6,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5151,2115.2.1,Residential - Labour Accommodation (Units),2033,0.0,Under Construction,0.0
5152,2100.0,Retail (GFA),2033,0.0,Under Construction,0.0
5153,5000.0,Retail (GFA),2033,0.0,Under Construction,0.0
5154,1996.0,Retail (GFA),2033,0.0,Under Construction,0.0
5155,1995.0,Retail (GFA),2033,0.0,Under Construction,0.0
5156,ICAD 1,Retail (GFA),2033,0.0,Under Construction,0.0
5157,1994.0,Retail (GFA),2033,0.0,Under Construction,0.0
5158,1001.8.1,Retail (GFA),2033,0.0,Under Construction,0.0
5159,1089.62,Retail (GFA),2033,0.0,Under Construction,0.0
5160,1997.0,Retail (GFA),2033,0.0,Under Construction,0.0
5161,1072.0,Retail (GFA),2033,0.0,Under Construction,0.0
5162,1170.0,Retail (GFA),2033,0.0,Under Construction,0.0
5163,1114.0,Retail (GFA),2033,0.0,Under Construction,0.0
