,ProjectID,land_use,year,percent_development_pa,status,development_pa
14528,10234,Industrial (GFA),2027,0.0,Pipeline,0.0
14529,AL SMEEH_21,Industrial (GFA),2027,0.0,Pipeline,0.0
14530,GHANADHAH_2,Industrial (GFA),2027,0.0,Pipeline,0.0
14531,1113.13,Industrial (GFA),2027,0.07142857142857142,Pipeline,3683.0
14532,32379,Industrial (GFA),2027,0.0,Pipeline,0.0
14533,Samha New Housing - Ph 3,Hotel (Units),2027,0.0,Pipeline,0.0
14534,Samha New Housing - Ph 2,Hotel (Units),2027,0.0,Pipeline,0.0
14535,ABU MREIKHAH_2,Hotel (Units),2027,0.0,Pipeline,0.0
14536,26626,Hotel (Units),2027,0.0,Pipeline,0.0
14537,Umm Al Nar,Hotel (Units),2027,0.0,Pipeline,0.0
14538,21703,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14539,Al Haffar,Hotel (Units),2027,0.0,Pipeline,0.0
14540,Al Shahamah II_1,Hotel (Units),2027,0.0,Pipeline,0.0
14541,Samha New Housing - Ph 1,Hotel (Units),2027,0.0,Pipeline,0.0
14542,18312,Hotel (Units),2027,0.0,Pipeline,0.0
14543,1920,Hotel (Units),2027,0.0,Pipeline,0.0
14544,5000.34,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14545,33416,Hotel (Units),2027,0.2857142857142857,Pipeline,5142.857142857142
14546,36016,Hotel (Units),2027,0.07142857142857142,Pipeline,2457.4285714285716
14547,37817,Hotel (Units),2027,0.0,Pipeline,0.0
14548,25983,Hotel (Units),2027,0.0,Pipeline,0.0
14549,33450,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14550,Rabdan,Hotel (Units),2027,0.0,Pipeline,0.0
14551,14135,Hotel (Units),2027,0.0,Pipeline,0.0
14552,1137,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14553,1007.38,Hotel (Units),2027,0.42857142857142855,Pipeline,11888.57142857143
14554,15090.2,Hotel (Units),2027,0.0,Pipeline,0.0
14555,KizadCentre,Hotel (Units),2027,0.0,Pipeline,0.0
14556,1007.42.4,Hotel (Units),2027,0.07142857142857142,Pipeline,7701.4778342857135
14557,1113.6.12,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14558,Zayed Military city,Hotel (Units),2027,0.0,Pipeline,0.0
14559,1997.1,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14560,SHM13_P1,Hotel (Units),2027,0.0,Pipeline,0.0
14561,1114.48,Hotel (Units),2027,0.0,Pipeline,0.0
14562,25087.x,Hotel (Units),2027,0.0,Pipeline,0.0
14563,Mina Zayed_Phase 3,Hotel (Units),2027,0.0,Pipeline,0.0
14564,12698,Hotel (Units),2027,0.0,Pipeline,0.0
14565,1113.1,Hotel (Units),2027,0.0,Pipeline,0.0
14566,6053,Hotel (Units),2027,0.0,Pipeline,0.0
14567,22345,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14568,36681,Hotel (Units),2027,0.0,Pipeline,0.0
14569,Al Sader Ph2,Hotel (Units),2027,0.0,Pipeline,0.0
14570,1164,Hotel (Units),2027,0.0,Pipeline,0.0
14571,1416,Hotel (Units),2027,0.0,Pipeline,0.0
14572,17407,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14573,1089.65,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14574,1113.16,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14575,23037,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14576,18495.1,Hotel (Units),2027,0.07142857142857142,Pipeline,11428.57142857143
14577,1317,Hotel (Units),2027,0.0,Pipeline,0.0
14578,38988,Hotel (Units),2027,0.0,Pipeline,0.0
14579,18495.2,Hotel (Units),2027,0.0,Pipeline,0.0
14580,1001.15,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14581,1001.21,Hotel (Units),2027,0.0,Pipeline,0.0
14582,1001.8.x,Hotel (Units),2027,0.0,Pipeline,0.0
14583,6034,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14584,18649,Hotel (Units),2027,0.0,Pipeline,0.0
14585,15090.1,Hotel (Units),2027,0.07142857142857142,Pipeline,9818.142857142857
14586,1007.46,Hotel (Units),2027,0.0,Pipeline,0.0
14587,21257,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14588,28240,Hotel (Units),2027,0.0,Pipeline,0.0
14589,38190,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14590,15694,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14591,38036,Hotel (Units),2027,0.0,Pipeline,0.0
14592,1113.28,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14593,Al Bahia North,Hotel (Units),2027,0.0,Pipeline,0.0
14594,10040,Hotel (Units),2027,0.0,Pipeline,0.0
14595,15690,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14596,5222,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14597,17158,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14598,1007.42.1,Hotel (Units),2027,0.07142857142857142,Pipeline,1478.5714285714287
14599,1113.6.12.4,Hotel (Units),2027,0.07142857142857142,Pipeline,697.1428571428571
14600,17158.4,Hotel (Units),2027,0.07142857142857142,Pipeline,1007.7142857142856
14601,18339,Hotel (Units),2027,0.0,Pipeline,0.0
14602,1113.6.12.2,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14603,Al Falah East,Hotel (Units),2027,0.0,Pipeline,0.0
14604,21301,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14605,1113.6.12.3,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14606,26239,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14607,17158.3,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14608,5746,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14609,32592,Hotel (Units),2027,0.07142857142857142,Pipeline,1235.0
14610,18932,Hotel (Units),2027,0.07142857142857142,Pipeline,782.2142857142856
14611,1113.1.3,Hotel (Units),2027,0.0,Pipeline,0.0
14612,1113.6.12.1,Hotel (Units),2027,0.03571428571428571,Pipeline,2232.214285714286
14613,21592,Hotel (Units),2027,0.07142857142857142,Pipeline,23085.928571428572
14614,39724,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14615,24640,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14616,16775,Hotel (Units),2027,0.0,Pipeline,0.0
14617,11220,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14618,1113.24.x,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14619,5251,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14620,18211,Hotel (Units),2027,0.0,Pipeline,0.0
14621,25258,Hotel (Units),2027,0.07142857142857142,Pipeline,5000.0
14622,1039,Hotel (Units),2027,0.0,Pipeline,0.0
14623,1039.1,Hotel (Units),2027,0.0,Pipeline,0.0
14624,1113.17,Hotel (Units),2027,0.0,Pipeline,0.0
14625,1113.7.JB_JC,Hotel (Units),2027,0.0,Pipeline,0.0
14626,1251.6,Hotel (Units),2027,0.07142857142857142,Pipeline,1477.8325125714287
14627,33436,Hotel (Units),2027,0.07142857142857142,Pipeline,0.0
14628,1113.7.JE,Hotel (Units),2027,0.0,Pipeline,0.0
14629,21661,Hotel (Units),2027,0.14285714285714285,Pipeline,3940.886699428571
14630,17860,Hotel (Units),2027,0.07142857142857142,Pipeline,20178.28571428571
14631,1251.2.1,Hotel (Units),2027,0.07142857142857142,Pipeline,29103.28571428571
14632,1113.E1_C3e,Hotel (Units),2027,0.0,Pipeline,0.0
14633,1113.21,Hotel (Units),2027,0.07142857142857142,Pipeline,2475.7714285714283
14634,24811,Hotel (Units),2027,0.07142857142857142,Pipeline,8691.0
14635,ABU AL HABL ISLAND_P1,Hotel (Units),2027,0.0,Pipeline,0.0
14636,35581,Hotel (Units),2027,0.0,Pipeline,0.0
14637,Ras Al Sader_142,Hotel (Units),2027,0.0,Pipeline,0.0
14638,18650,Hotel (Units),2027,0.0,Pipeline,0.0
14639,18916,Hotel (Units),2027,0.0,Pipeline,0.0
14640,Z9_MBZ,Hotel (Units),2027,0.07142857142857142,Pipeline,5714.285714285715
14641,Al Hanyourah,Hotel (Units),2027,0.0,Pipeline,0.0
14642,1104,Hotel (Units),2027,0.0,Pipeline,0.0
14643,10234,Hotel (Units),2027,0.0,Pipeline,0.0
14644,AL SMEEH_21,Hotel (Units),2027,0.0,Pipeline,0.0
14645,GHANADHAH_2,Hotel (Units),2027,0.0,Pipeline,0.0
14646,1113.13,Hotel (Units),2027,0.07142857142857142,Pipeline,32079.556651428567
14647,32379,Hotel (Units),2027,0.0,Pipeline,0.0
14648,Samha New Housing - Ph 3,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14649,Samha New Housing - Ph 2,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14650,ABU MREIKHAH_2,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14651,26626,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14652,Umm Al Nar,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14653,21703,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14654,Al Haffar,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14655,Al Shahamah II_1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14656,Samha New Housing - Ph 1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14657,18312,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14658,1920,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14659,5000.34,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14660,33416,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14661,36016,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14662,37817,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14663,25983,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14664,33450,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14665,Rabdan,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14666,14135,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14667,1137,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14668,1007.38,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14669,15090.2,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14670,KizadCentre,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14671,1007.42.4,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14672,1113.6.12,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14673,Zayed Military city,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14674,1997.1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14675,SHM13_P1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14676,1114.48,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14677,25087.x,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14678,Mina Zayed_Phase 3,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14679,12698,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14680,1113.1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14681,6053,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14682,22345,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14683,36681,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14684,Al Sader Ph2,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14685,1164,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14686,1416,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14687,17407,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14688,1089.65,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14689,1113.16,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14690,23037,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14691,18495.1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14692,1317,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14693,38988,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14694,18495.2,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14695,1001.15,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14696,1001.21,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14697,1001.8.x,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14698,6034,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14699,18649,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14700,15090.1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14701,1007.46,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14702,21257,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14703,28240,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14704,38190,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14705,15694,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14706,38036,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14707,1113.28,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14708,Al Bahia North,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14709,10040,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14710,15690,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14711,5222,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14712,17158,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14713,1007.42.1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14714,1113.6.12.4,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14715,17158.4,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14716,18339,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14717,1113.6.12.2,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14718,Al Falah East,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14719,21301,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14720,1113.6.12.3,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14721,26239,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14722,17158.3,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14723,5746,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14724,32592,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14725,18932,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14726,1113.1.3,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14727,1113.6.12.1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14728,21592,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14729,39724,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14730,24640,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14731,16775,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14732,11220,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14733,1113.24.x,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14734,5251,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14735,18211,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14736,25258,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14737,1039,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14738,1039.1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14739,1113.17,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14740,1113.7.JB_JC,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14741,1251.6,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14742,33436,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14743,1113.7.JE,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14744,21661,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14745,17860,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14746,1251.2.1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14747,1113.E1_C3e,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14748,1113.21,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14749,24811,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14750,ABU AL HABL ISLAND_P1,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14751,35581,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14752,Ras Al Sader_142,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14753,18650,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14754,18916,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14755,Z9_MBZ,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14756,Al Hanyourah,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14757,1104,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14758,10234,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14759,AL SMEEH_21,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14760,GHANADHAH_2,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14761,1113.13,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14762,32379,Community Facilities (GFA),2027,0.0,Pipeline,0.0
14763,Samha New Housing - Ph 3,Healthcare (GFA),2027,0.0,Pipeline,0.0
14764,Samha New Housing - Ph 2,Healthcare (GFA),2027,0.0,Pipeline,0.0
14765,ABU MREIKHAH_2,Healthcare (GFA),2027,0.0,Pipeline,0.0
14766,26626,Healthcare (GFA),2027,0.07142857142857142,Pipeline,2400.0
14767,Umm Al Nar,Healthcare (GFA),2027,0.0,Pipeline,0.0
14768,21703,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14769,Al Haffar,Healthcare (GFA),2027,0.0,Pipeline,0.0
14770,Al Shahamah II_1,Healthcare (GFA),2027,0.0,Pipeline,0.0
14771,Samha New Housing - Ph 1,Healthcare (GFA),2027,0.0,Pipeline,0.0
14772,18312,Healthcare (GFA),2027,0.0,Pipeline,0.0
14773,1920,Healthcare (GFA),2027,0.0,Pipeline,0.0
14774,5000.34,Healthcare (GFA),2027,0.07142857142857142,Pipeline,1295.4142857142856
14775,33416,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14776,36016,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14777,37817,Healthcare (GFA),2027,0.0,Pipeline,0.0
14778,25983,Healthcare (GFA),2027,0.0,Pipeline,0.0
14779,33450,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14780,Rabdan,Healthcare (GFA),2027,0.0,Pipeline,0.0
14781,14135,Healthcare (GFA),2027,0.0,Pipeline,0.0
14782,1137,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14783,1007.38,Healthcare (GFA),2027,0.0,Pipeline,0.0
14784,15090.2,Healthcare (GFA),2027,0.0,Pipeline,0.0
14785,KizadCentre,Healthcare (GFA),2027,0.0,Pipeline,0.0
14786,1007.42.4,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14787,1113.6.12,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14788,Zayed Military city,Healthcare (GFA),2027,0.0,Pipeline,0.0
14789,1997.1,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14790,SHM13_P1,Healthcare (GFA),2027,0.0,Pipeline,0.0
14791,1114.48,Healthcare (GFA),2027,0.0,Pipeline,0.0
14792,25087.x,Healthcare (GFA),2027,0.0,Pipeline,0.0
14793,Mina Zayed_Phase 3,Healthcare (GFA),2027,0.0,Pipeline,0.0
14794,12698,Healthcare (GFA),2027,0.0,Pipeline,0.0
14795,1113.1,Healthcare (GFA),2027,0.0,Pipeline,0.0
14796,6053,Healthcare (GFA),2027,0.0,Pipeline,0.0
14797,22345,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14798,36681,Healthcare (GFA),2027,0.0,Pipeline,0.0
14799,Al Sader Ph2,Healthcare (GFA),2027,0.0,Pipeline,0.0
14800,1164,Healthcare (GFA),2027,0.0,Pipeline,0.0
14801,1416,Healthcare (GFA),2027,0.0,Pipeline,0.0
14802,17407,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14803,1089.65,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14804,1113.16,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14805,23037,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14806,18495.1,Healthcare (GFA),2027,0.0,Pipeline,0.0
14807,1317,Healthcare (GFA),2027,0.0,Pipeline,0.0
14808,38988,Healthcare (GFA),2027,0.0,Pipeline,0.0
14809,18495.2,Healthcare (GFA),2027,0.07142857142857142,Pipeline,83.39999999999999
14810,1001.15,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14811,1001.21,Healthcare (GFA),2027,0.0,Pipeline,0.0
14812,1001.8.x,Healthcare (GFA),2027,0.0,Pipeline,0.0
14813,6034,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14814,18649,Healthcare (GFA),2027,0.0,Pipeline,0.0
14815,15090.1,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14816,1007.46,Healthcare (GFA),2027,0.0,Pipeline,0.0
14817,21257,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14818,28240,Healthcare (GFA),2027,0.0,Pipeline,0.0
14819,38190,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14820,15694,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14821,38036,Healthcare (GFA),2027,0.0,Pipeline,0.0
14822,1113.28,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14823,Al Bahia North,Healthcare (GFA),2027,0.0,Pipeline,0.0
14824,10040,Healthcare (GFA),2027,0.0,Pipeline,0.0
14825,15690,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14826,5222,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14827,17158,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14828,1007.42.1,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14829,1113.6.12.4,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14830,17158.4,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14831,18339,Healthcare (GFA),2027,0.0,Pipeline,0.0
14832,1113.6.12.2,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14833,Al Falah East,Healthcare (GFA),2027,0.0,Pipeline,0.0
14834,21301,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14835,1113.6.12.3,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14836,26239,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14837,17158.3,Healthcare (GFA),2027,0.07142857142857142,Pipeline,2931.1714285714284
14838,5746,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14839,32592,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14840,18932,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14841,1113.1.3,Healthcare (GFA),2027,0.0,Pipeline,0.0
14842,1113.6.12.1,Healthcare (GFA),2027,0.017857142857142856,Pipeline,0.0
14843,21592,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14844,39724,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14845,24640,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14846,16775,Healthcare (GFA),2027,0.0,Pipeline,0.0
14847,11220,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14848,1113.24.x,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14849,5251,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14850,18211,Healthcare (GFA),2027,0.07142857142857142,Pipeline,3726.0
14851,25258,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14852,1039,Healthcare (GFA),2027,0.0,Pipeline,0.0
14853,1039.1,Healthcare (GFA),2027,0.0,Pipeline,0.0
14854,1113.17,Healthcare (GFA),2027,0.04285714285714286,Pipeline,3280.68
14855,1113.7.JB_JC,Healthcare (GFA),2027,0.0,Pipeline,0.0
14856,1251.6,Healthcare (GFA),2027,0.03571428571428571,Pipeline,0.0
14857,33436,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14858,1113.7.JE,Healthcare (GFA),2027,0.0,Pipeline,0.0
14859,21661,Healthcare (GFA),2027,0.03571428571428571,Pipeline,1115.6785714285713
14860,17860,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14861,1251.2.1,Healthcare (GFA),2027,0.07142857142857142,Pipeline,18907.142857142855
14862,1113.E1_C3e,Healthcare (GFA),2027,0.0,Pipeline,0.0
14863,1113.21,Healthcare (GFA),2027,0.05714285714285715,Pipeline,0.0
14864,24811,Healthcare (GFA),2027,0.04285714285714286,Pipeline,0.0
14865,ABU AL HABL ISLAND_P1,Healthcare (GFA),2027,0.0,Pipeline,0.0
14866,35581,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14867,Ras Al Sader_142,Healthcare (GFA),2027,0.0,Pipeline,0.0
14868,18650,Healthcare (GFA),2027,0.0,Pipeline,0.0
14869,18916,Healthcare (GFA),2027,0.03571428571428571,Pipeline,0.0
14870,Z9_MBZ,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14871,Al Hanyourah,Healthcare (GFA),2027,0.0,Pipeline,0.0
14872,1104,Healthcare (GFA),2027,0.0,Pipeline,0.0
14873,10234,Healthcare (GFA),2027,0.0,Pipeline,0.0
14874,AL SMEEH_21,Healthcare (GFA),2027,0.0,Pipeline,0.0
14875,GHANADHAH_2,Healthcare (GFA),2027,0.0,Pipeline,0.0
14876,1113.13,Healthcare (GFA),2027,0.07142857142857142,Pipeline,0.0
14877,32379,Healthcare (GFA),2027,0.0,Pipeline,0.0
14878,Samha New Housing - Ph 3,Education (GFA),2027,0.0,Pipeline,0.0
14879,Samha New Housing - Ph 2,Education (GFA),2027,0.0,Pipeline,0.0
14880,ABU MREIKHAH_2,Education (GFA),2027,0.0,Pipeline,0.0
14881,26626,Education (GFA),2027,0.07142857142857142,Pipeline,9600.0
14882,Umm Al Nar,Education (GFA),2027,0.0,Pipeline,0.0
14883,21703,Education (GFA),2027,0.07142857142857142,Pipeline,0.0
14884,Al Haffar,Education (GFA),2027,0.0,Pipeline,0.0
14885,Al Shahamah II_1,Education (GFA),2027,0.0,Pipeline,0.0
14886,Samha New Housing - Ph 1,Education (GFA),2027,0.0,Pipeline,0.0
14887,18312,Education (GFA),2027,0.0,Pipeline,0.0
14888,1920,Education (GFA),2027,0.0,Pipeline,0.0
14889,5000.34,Education (GFA),2027,0.07142857142857142,Pipeline,5181.657142857142
14890,33416,Education (GFA),2027,0.07142857142857142,Pipeline,0.0
14891,36016,Education (GFA),2027,0.07142857142857142,Pipeline,0.0
14892,37817,Education (GFA),2027,0.0,Pipeline,0.0
14893,25983,Education (GFA),2027,0.0,Pipeline,0.0
14894,33450,Education (GFA),2027,0.07142857142857142,Pipeline,0.0
14895,Rabdan,Education (GFA),2027,0.0,Pipeline,0.0
14896,14135,Education (GFA),2027,0.0,Pipeline,0.0
14897,1137,Education (GFA),2027,0.07142857142857142,Pipeline,0.0
14898,1007.38,Education (GFA),2027,0.0,Pipeline,0.0
14899,15090.2,Education (GFA),2027,0.0,Pipeline,0.0
14900,KizadCentre,Education (GFA),2027,0.0,Pipeline,0.0
14901,1007.42.4,Education (GFA),2027,0.07142857142857142,Pipeline,0.0
14902,1113.6.12,Education (GFA),2027,0.07142857142857142,Pipeline,0.0
14903,Zayed Military city,Education (GFA),2027,0.0,Pipeline,0.0
14904,1997.1,Education (GFA),2027,0.07142857142857142,Pipeline,0.0
14905,SHM13_P1,Education (GFA),2027,0.0,Pipeline,0.0
14906,1114.48,Education (GFA),2027,0.0,Pipeline,0.0
